,順位,コード,名称,市場,時価総額,上場年月日,取引値,決算年月
1211,1212,7314,(株)小田原機器,東証STD,3414,2009-03-16,1085.0,2022/12
1212,1213,3150,(株)グリムス,東証PRM,49559,2009-03-13,2081.0,2023/03
1213,1214,7775,大研医器(株),東証STD,17003,2009-03-12,534.0,2023/03
1214,1215,3148,(株)クリエイトＳＤホールディングス,東証PRM,214490,2009-03-01,3210.0,2023/05
1215,1216,3443,川田テクノロジーズ(株),東証PRM,52901,2009-02-27,8940.0,2023/03
1216,1217,3633,ＧＭＯペパボ(株),東証STD,6480,2008-12-19,1185.0,2022/12
1217,1218,3632,グリー(株),東証PRM,96166,2008-12-17,535.0,2023/06
1218,1219,9385,(株)ショーエイコーポレーション,東証STD,4851,2008-12-16,618.0,2023/03
1219,1220,2186,ソーバル(株),東証STD,8151,2008-12-12,998.0,2023/02
1220,1221,6465,ホシザキ(株),東証PRM,821301,2008-12-10,5669.0,2022/12
1221,1222,2185,(株)シイエム・シイ,東証STD,17438,2008-12-04,1214.0,2023/09
1222,1223,6250,(株)やまびこ,東証PRM,70177,2008-12-01,1591.0,2022/12
1223,1224,3143,オーウイル(株),東証STD,4464,2008-11-07,1417.0,2023/03
1224,1225,5724,(株)アサカ理研,東証STD,5649,2008-11-06,1098.0,2023/09
1225,1226,9384,内外トランスライン(株),東証PRM,26125,2008-11-05,2442.0,2023/12
1226,1227,2183,(株)リニカル,東証STD,13063,2008-10-27,528.0,2023/03
1227,1228,1514,住石ホールディングス(株),東証STD,128269,2008-10-01,2178.0,2023/03
1228,1229,2181,パーソルホールディングス(株),東証PRM,567608,2008-10-01,243.4,2023/03
1229,1230,6632,(株)ＪＶＣケンウッド,東証PRM,116112,2008-10-01,708.0,2023/03
1230,1231,3628,(株)データホライゾン,東証GRT,10525,2008-09-19,828.0,2023/06
1231,1232,2180,(株)サニーサイドアップグループ,東証STD,9103,2008-09-05,599.0,2023/06
1232,1233,3141,ウエルシアホールディングス(株),東証PRM,547936,2008-09-01,2613.5,2023/02
1233,1234,2179,(株)成学社,東証STD,4713,2008-08-22,802.0,2023/03
1234,1235,3264,(株)アスコット,東証STD,16369,2008-08-05,126.0,2023/09
1235,1236,3140,ＢＲＵＮＯ(株),東証GRT,14673,2008-07-28,997.0,2023/06
1236,1237,3627,テクミラホールディングス(株),東証STD,5987,2008-05-23,480.0,2023/02
1237,1238,3099,(株)三越伊勢丹ホールディングス,東証PRM,808264,2008-04-01,2035.5,2023/03
1238,1239,3626,ＴＩＳ(株),東証PRM,829159,2008-04-01,3392.0,2023/03
1239,1240,8725,ＭＳ＆ＡＤインシュアランスグループホールディングス(株),東証PRM,3546648,2008-04-01,6616.0,2023/03
1240,1241,3260,(株)エスポア,名証NXT,1091,2008-03-27,640.0,2023/02
1241,1242,3625,テックファームホールディングス(株),東証GRT,3262,2008-03-27,434.0,2023/06
1242,1243,3097,(株)物語コーポレーション,東証PRM,172685,2008-03-26,4750.0,2023/06
1243,1244,4572,カルナバイオサイエンス(株),東証GRT,7684,2008-03-25,448.0,2023/12
1244,1245,3096,(株)オーシャンシステム,東証STD,11689,2008-03-19,1079.0,2023/03
1245,1246,3623,ビリングシステム(株),東証GRT,6105,2008-03-19,930.0,2022/12
1246,1247,3624,アクセルマーク(株),東証GRT,2843,2008-03-18,267.0,2023/09
1247,1248,2175,(株)エス・エム・エス,東証PRM,230156,2008-03-13,2628.5,2023/03
1248,1249,3622,ネットイヤーグループ(株),東証GRT,3597,2008-03-06,514.0,2023/03
1249,1250,4571,ＮＡＮＯ　ＭＲＮＡ(株),東証GRT,12741,2008-03-05,181.0,2023/03
1250,1251,2173,(株)博展,東証GRT,8440,2008-02-29,1047.0,2023/03
1251,1252,8410,(株)セブン銀行,東証PRM,348603,2008-02-29,295.6,2023/03
1252,1253,2172,(株)インサイト,札幌ア,607,2008-02-20,378.0,2023/06
1253,1254,3094,(株)スーパーバリュー,東証STD,13295,2008-02-15,1049.0,2023/02
1254,1255,4976,東洋ドライルーブ(株),東証STD,4079,2008-02-14,3010.0,2023/06
1255,1256,7820,ニホンフラッシュ(株),東証PRM,24033,2008-02-13,959.0,2023/03
1256,1257,1414,ショーボンドホールディングス(株),東証PRM,352331,2008-01-04,6209.0,2023/06
1257,1258,3442,(株)ＭＩＥコーポレーション,名証MN,1741,2008-01-04,1440.0,2023/03
1258,1259,3093,(株)トレジャー・ファクトリー,東証PRM,34793,2007-12-26,1429.0,2023/02
1259,1260,7774,(株)ジャパン・ティッシュエンジニアリング,東証GRT,19980,2007-12-21,492.0,2023/03
1260,1261,3254,(株)プレサンスコーポレーション,東証STD,117786,2007-12-20,1692.0,2023/09
1261,1262,6164,(株)太陽工機,東証STD,7964,2007-12-19,1337.0,2023/12
1262,1263,2169,ＣＤＳ(株),東証STD,11785,2007-12-18,1702.0,2022/12
1263,1264,2170,(株)リンクアンドモチベーション,東証PRM,65240,2007-12-17,577.0,2022/12
1264,1265,3092,(株)ＺＯＺＯ,東証PRM,1030326,2007-12-11,3429.0,2023/03
1265,1266,2168,(株)パソナグループ,東証PRM,118400,2007-12-03,2840.0,2023/05
1266,1267,3858,(株)ユビキタスＡＩ,東証STD,3828,2007-11-13,366.0,2023/03
1267,1268,3252,地主(株),東証PRM,42167,2007-11-08,2306.0,2022/12
1268,1269,3091,(株)ブロンコビリー,東証PRM,50590,2007-11-02,3355.0,2023/12
1269,1270,2164,(株)地域新聞社,東証GRT,805,2007-10-31,373.0,2023/08
1270,1271,2163,(株)アルトナー,東証PRM,23265,2007-10-26,2189.0,2023/01
1271,1272,2162,ｎｍｓホールディングス(株),東証STD,7391,2007-10-25,342.0,2023/03
1272,1273,3441,(株)山王,東証STD,4180,2007-10-25,836.0,2023/07
1273,1274,3249,産業ファンド投資法人,東証,281098,2007-10-18,133000.0,---
1274,1275,3248,(株)アールエイジ,東証STD,2583,2007-10-15,812.0,2023/10
1275,1276,3089,テクノアルファ(株),東証STD,2506,2007-10-10,1082.0,2023/11
1276,1277,6254,野村マイクロ・サイエンス(株),東証PRM,144768,2007-10-05,14260.0,2023/03
1277,1278,3087,(株)ドトール・日レスホールディングス,東証PRM,97331,2007-10-01,2134.0,2023/02
1278,1279,3088,(株)マツキヨココカラ＆カンパニー,東証PRM,1155671,2007-10-01,2694.5,2023/03
1279,1280,3857,(株)ラック,東証STD,22688,2007-10-01,725.0,2023/03
1280,1281,3856,Ａｂａｌａｎｃｅ(株),東証STD,51640,2007-09-19,2955.0,2023/06
1281,1282,4243,(株)ニックス,東証STD,1872,2007-09-18,806.0,2023/09
1282,1283,3086,Ｊ．フロント　リテイリング(株),東証PRM,416401,2007-09-03,1539.0,2023/02
1283,1284,2160,(株)ジーエヌアイグループ,東証GRT,128781,2007-08-31,2583.0,2022/12
1284,1285,3440,日創プロニティ(株),東証STD,6684,2007-08-08,983.0,2023/08
1285,1286,3083,(株)シーズメン,東証STD,1439,2007-08-07,499.0,2023/02
1286,1287,7821,前田工繊(株),東証PRM,102265,2007-08-06,3170.0,2023/06
1287,1288,4369,(株)トリケミカル研究所,東証PRM,127882,2007-08-03,3935.0,2023/01
1288,1289,3245,(株)ディア・ライフ,東証PRM,43550,2007-08-02,970.0,2023/09
1289,1290,3246,(株)コーセーアールイー,東証STD,9331,2007-08-02,900.0,2023/01
1290,1291,3244,サムティ(株),東証PRM,116181,2007-07-31,2494.0,2023/11
1291,1292,3439,(株)三ツ知,東証STD,4270,2007-07-25,805.0,2023/06
1292,1293,3082,(株)きちりホールディングス,東証STD,10804,2007-07-06,1024.0,2023/06
1293,1294,6633,(株)Ｃ＆Ｇシステムズ,東証STD,3087,2007-07-02,315.0,2022/12
1294,1295,3854,(株)アイル,東証PRM,81513,2007-06-29,3255.0,2023/07
1295,1296,6255,(株)エヌ・ピー・シー,東証GRT,15062,2007-06-29,683.0,2023/08
1296,1297,2157,(株)コシダカホールディングス,東証PRM,77280,2007-06-27,939.0,2023/08
1297,1298,2158,(株)ＦＲＯＮＴＥＯ,東証GRT,25542,2007-06-26,649.0,2023/03
1298,1299,3853,アステリア(株),東証PRM,11299,2007-06-22,646.0,2023/03
1299,1300,6634,(株)ネクスグループ,東証STD,3604,2007-06-22,132.0,2023/11
